expname,acc_avg,acc_diff,acc_std,auc_avg,auc_diff,auc_std,sig
Baseline,0.843749,-,-,0.5,-,-,-
non-skill BestLR+,0.864367,0.020618000000000025,0.006181,0.8414,0.34140000000000004,0.00742,True
non-skill Best-LR,0.86023,0.01648100000000008,0.005555,0.809854,0.30985399999999996,0.007732,True
item ID,0.858508,0.014759000000000078,0.005591,0.784095,0.284095,0.006137,True
